dataset,wave,domain,variable,variable_label,has_value_labels
CFPS,2020,employment,egc202_a_7,一般工作7是为自己/自家干活还是受雇于他人/他家/组织/单位/公司,True
CFPS,2020,employment,egc2021_a_7,一般工作7是农业工作还是非农工作,True
CFPS,2020,employment,egc203_a_7,一般工作7的单位/雇主性质,True
CFPS,2020,employment,egc204_a_7,过去12个月，一般工作7每周工作多少个小时,True
CFPS,2020,employment,egc205_a_7,过去12个月，一般工作7的税后月收入,True
CFPS,2020,income,egc205_a_7,过去12个月，一般工作7的税后月收入,True
CFPS,2020,employment,mincomea_a_7,一般工作7的税后月收入,True
CFPS,2020,income,mincomea_a_7,一般工作7的税后月收入,True
CFPS,2020,employment,yincomea_a_7,一般工作7的税后年收入,True
CFPS,2020,income,yincomea_a_7,一般工作7的税后年收入,True
CFPS,2020,employment,jobclass_base_a_7,一般工作7的类型（base）,True
CFPS,2020,employment,jobclass_a_7,一般工作7的工作类型,True
CFPS,2020,employment,lastyjob_comm_a_7,一般工作7是否延续到最近一年,True
CFPS,2020,employment,qgd01,全职工作经历,True
CFPS,2020,employment,qgd0,这是您人生的第一份工作吗,True
CFPS,2020,employment,kgd1a,第一份工作是否受雇,True
CFPS,2020,employment,kgd2a_a_1,求职渠道：是否自己直接与用人单位联系,True
CFPS,2020,employment,kgd2a_a_2,求职渠道：是否职业介绍机构、招聘广告、自己登求职广告，或参加人才交流会/招聘会,True
CFPS,2020,education,kgd2a_a_5,求职渠道：是否学校就业指导机构，或学校推荐,True
CFPS,2020,employment,kgd2a_a_5,求职渠道：是否学校就业指导机构，或学校推荐,True
CFPS,2020,employment,kgd101,获得工作主要渠道,True
CFPS,2020,employment,kgd4code,第一份工作职业编码：基于KGD4文本,True
CFPS,2020,employment,kgd4code_isco,KGD4职业威望：ISCO Code,True
CFPS,2020,employment,kgd4code_isei,KGD4职业威望：ISEI Code,True
CFPS,2020,employment,kgd4code_siops,KGD4职业威望：SIOPS Code,True
CFPS,2020,education,kgd2,胜任工作的教育程度,True
CFPS,2020,employment,kgd2,胜任工作的教育程度,True
CFPS,2020,employment,qg1,当前最主要工作/最近结束的工作的工作所有者,True
CFPS,2020,employment,qg101,当前最主要工作/最近结束的工作的工作性质,True
CFPS,2020,employment,jobclass_base,当前最主要工作/最近结束的工作类型（base）,True
CFPS,2020,employment,jobclass,当前最主要工作/最近结束的工作类型,True
CFPS,2020,employment,qg301,工作地点,True
CFPS,2020,region,qg301a_code,工作地点(省),True
CFPS,2020,employment,qg301a_code,工作地点(省),True
CFPS,2020,employment,qg301c_code,工作地点(县/市),True
CFPS,2020,employment,qg303code,主要工作职业编码：基于QG303文本,True
CFPS,2020,employment,qg303code_isco,QG303职业威望：ISCO Code,True
CFPS,2020,employment,qg303code_isei,QG303职业威望：ISEI Code,True
CFPS,2020,employment,qg303code_siops,QG303职业威望：SIOPS Code,True
CFPS,2020,employment,qg303code_egp,QG303职业威望：EGP Code,True
CFPS,2020,employment,qg401,工作收入满意度,True
CFPS,2020,income,qg401,工作收入满意度,True
CFPS,2020,employment,qg402,工作安全满意度,True
CFPS,2020,employment,qg403,工作环境满意度,True
CFPS,2020,employment,qg404,工作时间满意度,True
CFPS,2020,employment,qg405,工作晋升满意度,True
CFPS,2020,leadership,qg405,工作晋升满意度,True
CFPS,2020,employment,qg406,工作满意度,True
CFPS,2020,employment,qg6,每周工作时间(小时/周),True
CFPS,2020,employment,qg8_a_3,实物福利：是否提供单位配车/班,True
CFPS,2020,employment,qg801_a_3,每月福利金额（元）-单位配车/班车,True
CFPS,2020,employment,qg9_s_1,工作保障：选择1,True
CFPS,2020,employment,qg9_s_2,工作保障：选择2,True
CFPS,2020,employment,qg9_s_3,工作保障：选择3,True
CFPS,2020,employment,qg9_s_4,工作保障：选择4,True
CFPS,2020,employment,qg9_s_5,工作保障：选择5,True
CFPS,2020,employment,qg9_a_1,工作保障：是否提供养老保险,True
CFPS,2020,employment,qg9_a_2,工作保障：是否提供医疗保险,True
CFPS,2020,employment,qg9_a_3,工作保障：是否提供失业保险,True
CFPS,2020,employment,qg9_a_4,工作保障：是否提供工伤保险,True
CFPS,2020,fertility,qg9_a_5,工作保障：是否提供生育保险,True
CFPS,2020,employment,qg9_a_5,工作保障：是否提供生育保险,True
CFPS,2020,employment,qg9_a_78,工作保障：是否以上都没有,True
CFPS,2020,income,qg11,每月税后工资(元/月),True
CFPS,2020,employment,qg12,工作总收入(元/年),True
CFPS,2020,income,qg12,工作总收入(元/年),True
CFPS,2020,employment,qg1201_min,工作总收入区间最低值,True
CFPS,2020,income,qg1201_min,工作总收入区间最低值,True
CFPS,2020,employment,qg1201_max,工作总收入区间最高值,True
CFPS,2020,income,qg1201_max,工作总收入区间最高值,True
CFPS,2020,employment,qg1201_est,工作总收入-估计值,True
CFPS,2020,income,qg1201_est,工作总收入-估计值,True
CFPS,2020,employment,incomea,过去12个月所有一般工作的税后工资性收入,True
CFPS,2020,income,incomea,过去12个月所有一般工作的税后工资性收入,True
CFPS,2020,employment,incomeb,过去12个月主要工作税后工资性收入,True
CFPS,2020,income,incomeb,过去12个月主要工作税后工资性收入,True
CFPS,2020,employment,emp_income,过去12个月所有工作（主要工作+一般工作）的税后工资性收入,True
CFPS,2020,income,emp_income,过去12个月所有工作（主要工作+一般工作）的税后工资性收入,True
CFPS,2020,employment,kg13a_a_1,求职渠道：是否自己直接与用人单位联系,True
CFPS,2020,employment,kg13a_a_2,求职渠道：是否职业介绍机构、招聘广告、自己登求职广告，或参加人才交流会/招聘会,True
CFPS,2020,education,kg13a_a_5,求职渠道：是否学校就业指导机构，或学校推荐,True
CFPS,2020,employment,kg13a_a_5,求职渠道：是否学校就业指导机构，或学校推荐,True
CFPS,2020,employment,kg1301,获得工作主要渠道,True
CFPS,2020,education,kg1302,胜任工作的教育程度,True
CFPS,2020,employment,kg1302,胜任工作的教育程度,True
CFPS,2020,leadership,qg14,行政管理职务,True
CFPS,2020,leadership,qg1401code,QG1401行政管理职务编码,True
CFPS,2020,employment,qg15,工作晋级,True
CFPS,2020,employment,qg16,工作单位规模(人),True
CFPS,2020,leadership,qg1701,管理人员规模(人),True
CFPS,2020,employment,qg20,工作场所,False
CFPS,2020,employment,qg1202,工作总收入校验,True
CFPS,2020,income,qg1202,工作总收入校验,True
CFPS,2020,income,qg1203,非经营税后总收入(元/年),True
CFPS,2020,employment,qg1204_min,非经营税后总收入区间最低值（工作总收入校验值）,True
CFPS,2020,income,qg1204_min,非经营税后总收入区间最低值（工作总收入校验值）,True
CFPS,2020,employment,qg1204_max,非经营税后总收入区间最高值（工作总收入校验值）,True
CFPS,2020,income,qg1204_max,非经营税后总收入区间最高值（工作总收入校验值）,True
CFPS,2020,employment,qg1204_est,非经营税后总收入区间最低值（工作总收入校验值）-估计值,True
CFPS,2020,income,qg1204_est,非经营税后总收入区间最低值（工作总收入校验值）-估计值,True
CFPS,2020,employment,qi301_a_1,参保项目：是否离退休后从所在机关或事业单位领取离退休金,True
CFPS,2020,region,qi301_a_5,参保项目：是否参保农村养老保险（老农保）,True
CFPS,2020,region,qi301_a_6,参保项目：是否参保新型农村社会养老保险（新农保）,True
CFPS,2020,region,qi301_a_7,参保项目：是否参保城镇居民养老保险,True
CFPS,2020,id_person,xchildpid_a_1,受访者子女1（F模块）,True
CFPS,2020,housework,qf203_a_1,是否帮子女1料理家务看孩子,True
CFPS,2020,housework,qf204_a_1,帮子女1料理家务看孩子的频率,True
CFPS,2020,housework,qf303_a_1,子女1是否帮你料理家务或照顾你的饮食起居,True
CFPS,2020,housework,qf304_a_1,子女1帮你料理家务或照顾你的饮食起居的频率,True
CFPS,2020,id_person,xchildpid_a_2,受访者子女2（F模块）,True
CFPS,2020,housework,qf203_a_2,是否帮子女2料理家务看孩子,True
CFPS,2020,housework,qf204_a_2,帮子女2料理家务看孩子的频率,True
CFPS,2020,housework,qf303_a_2,子女2是否帮你料理家务或照顾你的饮食起居,True
CFPS,2020,housework,qf304_a_2,子女2帮你料理家务或照顾你的饮食起居的频率,True
CFPS,2020,id_person,xchildpid_a_3,受访者子女3（F模块）,True
CFPS,2020,housework,qf203_a_3,是否帮子女3料理家务看孩子,True
CFPS,2020,housework,qf204_a_3,帮子女3料理家务看孩子的频率,True
CFPS,2020,housework,qf303_a_3,子女3是否帮你料理家务或照顾你的饮食起居,True
CFPS,2020,housework,qf304_a_3,子女3帮你料理家务或照顾你的饮食起居的频率,True
CFPS,2020,id_person,xchildpid_a_4,受访者子女4（F模块）,True
CFPS,2020,housework,qf203_a_4,是否帮子女4料理家务看孩子,True
CFPS,2020,housework,qf204_a_4,帮子女4料理家务看孩子的频率,True
CFPS,2020,housework,qf303_a_4,子女4是否帮你料理家务或照顾你的饮食起居,True
CFPS,2020,housework,qf304_a_4,子女4帮你料理家务或照顾你的饮食起居的频率,True
CFPS,2020,id_person,xchildpid_a_5,受访者子女5（F模块）,True
CFPS,2020,housework,qf203_a_5,是否帮子女5料理家务看孩子,True
CFPS,2020,housework,qf204_a_5,帮子女5料理家务看孩子的频率,True
CFPS,2020,housework,qf303_a_5,子女5是否帮你料理家务或照顾你的饮食起居,True
CFPS,2020,housework,qf304_a_5,子女5帮你料理家务或照顾你的饮食起居的频率,True
CFPS,2020,id_person,xchildpid_a_6,受访者子女6（F模块）,True
CFPS,2020,housework,qf203_a_6,是否帮子女6料理家务看孩子,True
CFPS,2020,housework,qf303_a_6,子女6是否帮你料理家务或照顾你的饮食起居,True
CFPS,2020,housework,qf304_a_6,子女6帮你料理家务或照顾你的饮食起居的频率,True
CFPS,2020,id_person,xchildpid_a_7,受访者子女7（F模块）,True
CFPS,2020,housework,qf203_a_7,是否帮子女7料理家务看孩子,True
CFPS,2020,housework,qf303_a_7,子女7是否帮你料理家务或照顾你的饮食起居,True
CFPS,2020,housework,qf304_a_7,子女7帮你料理家务或照顾你的饮食起居的频率,True
CFPS,2020,id_person,xchildpid_a_8,受访者子女8（F模块）,True
CFPS,2020,housework,qf203_a_8,是否帮子女8料理家务看孩子,True
CFPS,2020,housework,qf303_a_8,子女8是否帮你料理家务或照顾你的饮食起居,True
CFPS,2020,housework,qf603_a_1,是否料理家务或照顾父亲,True
CFPS,2020,housework,qf604_a_1,料理家务或照顾父亲的频率,True
CFPS,2020,housework,qf703_a_1,父亲是否为您料理家务或照看孩子,True
CFPS,2020,housework,qf704_a_1,父亲为您料理家务或照看孩子的频率,True
CFPS,2020,housework,qf603_a_2,是否料理家务或照顾母亲,True
CFPS,2020,housework,qf604_a_2,料理家务或照顾母亲的频率,True
CFPS,2020,housework,qf703_a_2,母亲是否为您料理家务或照看孩子,True
CFPS,2020,housework,qf704_a_2,母亲为您料理家务或照看孩子的频率,True
CFPS,2020,employment,qu951,网络对工作重要性,True
CFPS,2020,employment,wv104,努力工作能有回报,True
CFPS,2020,income,wv101,经济繁荣要拉大收入差距,True
CFPS,2020,housework,qm991,照料投入,True
CFPS,2020,marriage,qm1102,女人婚姻,True
CFPS,2020,housework,qm1104,男人家务,True
CFPS,2020,income,qn8011,您的收入在本地,False
CFPS,2020,education,qm3013,孩子的受教育程度（分）,True
CFPS,2020,employment,qn4005,是否是个体劳动者协会成员,True
CFPS,2020,employment,qn6014,就业问题,True
CFPS,2020,education,qn6015,教育问题,True
CFPS,2020,birth_age,qa101,出生时的体重(斤),True
CFPS,2020,housework,qq701a,近一年您生病时谁照顾,True
CFPS,2020,region,qp605_a_2,享有哪些医疗保险：城镇职工医疗保险,True
CFPS,2020,region,qp605_a_3,享有哪些医疗保险：城镇居民医疗保险（含一老一小保险）,True
CFPS,2020,region,qp605_a_5,享有哪些医疗保险：新型农村合作医疗,True
CFPS,2020,region,qp605_a_6,享有哪些医疗保险：城乡居民基本医疗保险,True
CFPS,2020,birth_age,qq2011,开始吸烟年龄（岁）,True
CFPS,2020,birth_age,qq205,戒烟年龄（岁）,True
CFPS,2020,employment,qq400,工作日区分,True
CFPS,2020,employment,qq4011,工作日睡眠时长(小时/天),True
CFPS,2020,housework,qq9010n,干家务时长（小时/天）,True
CFPS,2020,employment,qq9011n,工作日干家务时长(小时/天),True
CFPS,2020,housework,qq9011n,工作日干家务时长(小时/天),True
CFPS,2020,housework,qq9012,休息日干家务时长(小时/天),True
CFPS,2020,housework,qq9013,照顾孩子时长（小时/天）,True
CFPS,2020,education,qm207_b_2,家长问你学校的情况,True
CFPS,2020,birth_age,qv101a,父亲出生日期（年）,True
CFPS,2020,birth_age,qv101c,父亲年龄,True
CFPS,2020,education,qv102,您14岁时父亲教育程度,False
CFPS,2020,employment,qv103code,您14岁时父亲职业编码：基于QV103文本,True
CFPS,2020,employment,qv103code_isco,QV103职业威望：ISCO Code,True
CFPS,2020,employment,qv103code_isei,QV103职业威望：ISEI Code,True
CFPS,2020,employment,qv103code_siops,QV103职业威望：SIOPS Code,True
CFPS,2020,birth_age,qv201y,您母亲出生日期（年）,True
CFPS,2020,birth_age,qv201b,您母亲的年龄,True
CFPS,2020,education,qv202,您14岁时母亲教育程度,False
CFPS,2020,employment,qv203code,您14岁时母亲职业编码：基于QV203文本,True
CFPS,2020,employment,qv203code_isco,QV203职业威望：ISCO Code,True
CFPS,2020,employment,qv203code_isei,QV203职业威望：ISEI Code,True
CFPS,2020,employment,qv203code_siops,QV203职业威望：SIOPS Code,True
CFPS,2020,id_person,qz101pid_a_1,其他参与回答问卷的家庭成员1,True
CFPS,2020,id_person,qz101pid_a_2,其他参与回答问卷的家庭成员2,True
CFPS,2020,employment,pg02,过去12个月是否有工作（代答）,True
CFPS,2020,education,cfps2020edu,CFPS2020个人问卷受访者已完成的最高学历,True
CFPS,2020,education,cfps2020sch,CFPS2020个人问卷受访者离校/上学阶段,True
CFPS,2020,education,cfps2020eduy,CFPS2020个人问卷受访者已完成的受教育年限,True
CFPS,2020,education,cfps2020eduy_im,CFPS2020个人问卷受访者已完成的受教育年限（插补）,True
CGSS,2017,region,s41,采访地点-省/自治区/直辖市,True
CGSS,2017,birth_age,a31,[年]  您的出生日期是什么？,False
CGSS,2017,education,a7a,您目前的最高教育程度是：,True
CGSS,2017,education,a7b,您目前的最高教育程度是：,True
CGSS,2017,education,a7c,您已完成的最高学历是在哪一年获得的？,False
CGSS,2017,income,a8a,您个人去年(2016年)全年总收入,True
CGSS,2017,employment,a8b,您个人去年(2016年)全年职业/劳动收入,True
CGSS,2017,income,a8b,您个人去年(2016年)全年职业/劳动收入,True
CGSS,2017,marriage,a122,[配偶所有]  您现在这座房子的产权（部分或全部产权）属于谁（多选）？,True
CGSS,2017,marriage,a125,[配偶父母所有]  您现在这座房子的产权（部分或全部产权）属于谁（多选）？,True
CGSS,2017,marriage,a126,[子女配偶所有]  您现在这座房子的产权（部分或全部产权）属于谁（多选）？,True
CGSS,2017,employment,a128,[家人/亲戚以外的个人或单位所有，这房是租（借）来的]  您现在这座房子的产权（部分或全部产权）属于谁（多选）？,True
